language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Lamaholot Ile Mandiri (Flores Timur)	slp	Fifty	1717	208	pulu lema	2,  1	p u l u _ l e m a	
Lamaholot Ile Mandiri (Flores Timur)	slp	One Hundred	1634	209	ratu tóu	4	r a t u _ t ó u	
Lamaholot Ile Mandiri (Flores Timur)	slp	One Thousand	1843	210	ribu tóu	5	r i b u _ t ó u	
Lamaholot Ile Mandiri (Flores Timur)	slp	blood	946	23	méi	3	m é i	
Lamaholot Ile Mandiri (Flores Timur)	slp	nose	1221	27	irun	1	i r u n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to breathe	1407	28	harinnain	7	h a r i nn a i n	harin[nain]
Lamaholot Ile Mandiri (Flores Timur)	slp	right	1019	3	wanan	1	w a n a n	
Lamaholot Ile Mandiri (Flores Timur)	slp	mouth	674	30	wewan	1	w e w a n	
Lamaholot Ile Mandiri (Flores Timur)	slp	tooth	1380	31	ipén	1	i p é n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to cry	1839	34	tani	1	t a n i	
Lamaholot Ile Mandiri (Flores Timur)	slp	to vomit	1278	35	mutaʔ	1	m u t a ʔ	
Lamaholot Ile Mandiri (Flores Timur)	slp	to eat	1336	37	gan	1	g a n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to chew	321	38	mamaʔ	1	m a m a ʔ	
Lamaholot Ile Mandiri (Flores Timur)	slp	leg/foot	2098	4	léin	8	l é i n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to drink	1401	40	nénum	1	n é n u m	
Lamaholot Ile Mandiri (Flores Timur)	slp	to bite	1403	41	giké	21	g i k é	
Lamaholot Ile Mandiri (Flores Timur)	slp	to suck	1421	42	isék	1?	i s é k	
Lamaholot Ile Mandiri (Flores Timur)	slp	ear	1247	43	tilun	4	t i l u n	
Lamaholot Ile Mandiri (Flores Timur)	slp	eye	1248	45	matan	1	m a t a n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to sleep	1585	48	turu	1	t u r u	
Lamaholot Ile Mandiri (Flores Timur)	slp	to walk	1443	5	pana	2	p a n a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to stand	1442	52	déʔi	1	d é ʔ i	
Lamaholot Ile Mandiri (Flores Timur)	slp	person/human being	683	53	ata	4	a t a	
Lamaholot Ile Mandiri (Flores Timur)	slp	man/male	1554	54	belakin	2	b e l a k i n	bəlakĩ 2
Lamaholot Ile Mandiri (Flores Timur)	slp	woman/female	962	55	berwain	1	b e r w a i n	bərwãĩ 1
Lamaholot Ile Mandiri (Flores Timur)	slp	child	2099	56	ana	1	a n a	
Lamaholot Ile Mandiri (Flores Timur)	slp	husband	1200	57	laké	28	l a k é	
Lamaholot Ile Mandiri (Flores Timur)	slp	mother	1216	59	ema	1?	e m a	
Lamaholot Ile Mandiri (Flores Timur)	slp	road/path	667	6	laran	1	l a r a n	
Lamaholot Ile Mandiri (Flores Timur)	slp	father	1217	60	bapa	5	b a p a	
Lamaholot Ile Mandiri (Flores Timur)	slp	name	1405	63	naran	1	n a r a n	narã 1
Lamaholot Ile Mandiri (Flores Timur)	slp	rope	1218	65	talé	1	t a l é	
Lamaholot Ile Mandiri (Flores Timur)	slp	to sew	1457	67	hawu	9	h a w u	
Lamaholot Ile Mandiri (Flores Timur)	slp	needle	1382	68	luhi	6	l u h i	
Lamaholot Ile Mandiri (Flores Timur)	slp	to shoot	1172	70	pasak	2	p a s a k	
Lamaholot Ile Mandiri (Flores Timur)	slp	to stab, pierce	1434	71	tubak	6	t u b a k	
Lamaholot Ile Mandiri (Flores Timur)	slp	to steal	713	73	temaka	1	t e m a k a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to die, be dead	1494	75	mata	1	m a t a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to live, be alive	1422	76	morit	1	m o r i t	
Lamaholot Ile Mandiri (Flores Timur)	slp	to scratch	1436	77	gaʔu	1	g a ʔ u	ga'u
Lamaholot Ile Mandiri (Flores Timur)	slp	stick/wood	1295	79	kajo	1	k a j o	
Lamaholot Ile Mandiri (Flores Timur)	slp	to turn	1588	8	wélok	24?	w é l o k	
Lamaholot Ile Mandiri (Flores Timur)	slp	sharp	1396	81	dekét	10	d e k é t	
Lamaholot Ile Mandiri (Flores Timur)	slp	to work	1086	83	keriaŋ	7	k e r i a ŋ	kərĩã 7
Lamaholot Ile Mandiri (Flores Timur)	slp	to plant	1486	84	mula	1	m u l a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to choose	1750	85	pilé	1	p i l é	
Lamaholot Ile Mandiri (Flores Timur)	slp	to grow	479	86	tawa	4	t a w a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to swell	1573	87	baʔa	1	b a ʔ a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to swim	1439	9	naŋé	1	n a ŋ é	
Lamaholot Ile Mandiri (Flores Timur)	slp	to dig	1418	90	gelin	1?	g e l i n	
Lamaholot Ile Mandiri (Flores Timur)	slp	to open, uncover	1156	92	buka	1	b u k a	
Lamaholot Ile Mandiri (Flores Timur)	slp	to pound, beat	354	93	bajo	1	b a j o	
Lamaholot Ile Mandiri (Flores Timur)	slp	dog	2009	96	aho	1	a h o	
Lamaholot Ile Mandiri (Flores Timur)	slp	bird	937	97	kolon	77	k o l o n	
Lamaholot Ile Mandiri (Flores Timur)	slp	egg	744	98	teluk	1	t e l u k	
Erai	ilu	hand	1277	1	lima	1	l i m a	
Erai	ilu	wing	1257	100	kaha	1?	k a h a	
Erai	ilu	rat	1490	102	lasu	9	l a s u	
Erai	ilu	meat/flesh	634	103	usi meran	31	u s i _ m e r a n	
Erai	ilu	fat/grease	1282	104	mair	9	m a i r	hian 10
Erai	ilu	tail	1220	105	iku	1	i k u	
Erai	ilu	snake	730	106	sau	11	s a u	sau(tali); ula 2
Erai	ilu	louse	1392	108	utu	1	u t u	utu(n)
Erai	ilu	mosquito	1509	109	sisi	10	s i s i	
Erai	ilu	fish	227	111	meti	7	m e t i	
Erai	ilu	rotten	1728	112	hon	10	h o n	hon(o)
Erai	ilu	branch	1531	113	hana	2	h a n a	hana(n)
Erai	ilu	leaf	628	114	ron	1	r o n	
Erai	ilu	root	670	115	akar	2	a k a r	
Erai	ilu	flower	239	116	huna	1	h u n a	
Erai	ilu	fruit	1507	117	hua	1	h u a	hua(n)
Erai	ilu	grass	606	118	nau	11	n a u	
Erai	ilu	skin	763	12	ulik	1	u l i k	
Erai	ilu	stone	857	120	hatu	1	h a t u	
Erai	ilu	sand	671	121	moin	11	m o i n	
Erai	ilu	sea	1474	124	lo	6	l o	lo(r)
Erai	ilu	salt	1274	125	masi	3	m a s i	masi(n)
Erai	ilu	moon	1313	129	hulan	1	h u l a n	
Erai	ilu	back	1291	13	liu	1	l i u	
Erai	ilu	star	1430	130	tu	9	t u	
Erai	ilu	cloud	1489	131	natas	10	n a t a s	
Erai	ilu	rain	658	133	usan	1	u s a n	
Erai	ilu	thunder	1150	134	gogu	1	g o g u	
Erai	ilu	lightning	1654	135	jilat	1	j i l a t	
Erai	ilu	wind	960	136	ani	1	a n i	ani(n)
Erai	ilu	to blow	175	137	pua	17	p u a	
Erai	ilu	warm	1232	138	panas	1	p a n a s	
Erai	ilu	cold	1287	139	cirin	1?	c i r i n	
Erai	ilu	belly	1251	14	kapun	2	k a p u n	
Erai	ilu	dry	1398	140	mea	7	m e a	
Erai	ilu	heavy	1210	142	herak	1	h e r a k	
Erai	ilu	fire	221	143	ai	1	a i	
Erai	ilu	to burn	2102	144	suni	1	s u n i	
Erai	ilu	smoke	778	145	aimahun	2	a i m a h u n	
Erai	ilu	black	163	147	meta	1	m e t a	meta(m)
Erai	ilu	red	156	149	mera	1	m e r a	
Erai	ilu	bone	1394	15	rurin	2	r u r i n	
Erai	ilu	yellow	1424	150	pola	8	p o l a	
Erai	ilu	green	1425	151	moson	7	m o s o n	
Erai	ilu	small	1246	152	ana	8	a n a	ana(n)
Erai	ilu	long	1203	155	aru	1?	a r u	poha 11
Erai	ilu	thick	1244	157	kawan	1	k a w a n	
Erai	ilu	wide	1243	159	gole	4	g o l e	
Erai	ilu	old	1229	162	laik	7	l a i k	
Erai	ilu	correct, true	1725	166	mōr	4?	m ō r	
Erai	ilu	night	1233	167	hene	1	h e n e	hene(n)
Erai	ilu	day	1225	168	leo	24	l e o	
Erai	ilu	year	1226	169	ton	1	t o n	
Erai	ilu	liver	1224	17	ate	1	a t e	ate(n)
Erai	ilu	to climb	1102	172	hai	2?	h a i	
Erai	ilu	at	1461	173	la	2	l a	
Erai	ilu	in, inside	1606	174	ralan	1	r a l a n	
Erai	ilu	below	1485	176	oraŋ	7	o r a ŋ	
Erai	ilu	this	1214	177	ge	6	g e	
Erai	ilu	that	78	178	go	8	g o	
Erai	ilu	breast	1402	18	susu	1	s u s u	
Erai	ilu	far	1406	180	so	11	s o	
Erai	ilu	where?	1237	181	me	6	m e	
Erai	ilu	I	1209	182	ao	1	a o	au 1
Erai	ilu	thou	1215	183	o	1	o	
Erai	ilu	he/she	262	184	ni	1?	n i	
Erai	ilu	we	1212	185	ita	1	i t a	ami 2
Erai	ilu	they	817	187	hira	1	h i r a	
Erai	ilu	what?	1236	188	hala	7	h a l a	
Erai	ilu	who?	1235	189	hari	8	h a r i	
Erai	ilu	shoulder	1482	19	pas	6?	p a s	
Erai	ilu	other	197	190	seluk	6	s e l u k	
Erai	ilu	all	98	191	tema	12	t e m a	
Erai	ilu	if	1459	193	ma	3	m a	
Erai	ilu	no, not	1269	195	ta	4	t a	
Erai	ilu	One	1493	197	eha	1	e h a	
Erai	ilu	Two	1498	198	rua	1	r u a	
Erai	ilu	Three	492	199	telu	1	t e l u	
Erai	ilu	left	244	2	wiri	1	w i r i	
Erai	ilu	to know, be knowledgeable	1410	20	nau	42	n a u	nau(n)
Erai	ilu	Four	1500	200	ak	1	a k	
Erai	ilu	to think	2271	21	knanan	34	k n a n a n	
Erai	ilu	blood	946	23	rara	1	r a r a	rara(n)
Erai	ilu	head	1256	24	kuru	1	k u r u	kuru(n)
Erai	ilu	hair	1040	26	kuru	3	k u r u	kuru(n)
Erai	ilu	nose	1221	27	kuru	5?	k u r u	kuru(n)
Erai	ilu	to breathe	1407	28	hora	31	h o r a	
Erai	ilu	right	1019	3	wana	1	w a n a	
Erai	ilu	mouth	674	30	kahan	11	k a h a n	
Erai	ilu	tongue	1205	32	naŋ	13	n a ŋ	
Erai	ilu	to laugh	1355	33	li	3?	l i	
Erai	ilu	to cry	1839	34	kua	3	k u a	
Erai	ilu	to vomit	1278	35	muta	1	m u t a	
Erai	ilu	to spit	1440	36	purus	13?	p u r u s	
Erai	ilu	to eat	1336	37	na	24	n a	
Erai	ilu	to chew	321	38	mama	1	m a m a	
Erai	ilu	to cook	1100	39	sesan	2?	s e s a n	
Erai	ilu	leg/foot	2098	4	luku	9	l u k u	luku(n)
Erai	ilu	to drink	1401	40	enu	1	e n u	
Erai	ilu	to bite	1403	41	kosa	4	k o s a	
Erai	ilu	ear	1247	43	kini	5	k i n i	kini(n)
Erai	ilu	to hear	1408	44	liu	9	l i u	
Erai	ilu	eye	1248	45	mata	1	m a t a	mata(n)
Erai	ilu	to see	1409	46	oco	6	o c o	
Erai	ilu	to lie down	1411	49	lole	4	l o l e	
Erai	ilu	to walk	1443	5	la	40	l a	
Erai	ilu	to sit	1416	51	pasu	14	p a s u	pasu(k)
Erai	ilu	person/human being	683	53	to	1?	t o	(i)to(n)
Erai	ilu	man/male	1554	54	mamane	1	m a m a n e	
Erai	ilu	woman/female	962	55	hahata	5	h a h a t a	
Erai	ilu	child	2099	56	ana	1	a n a	ana(n)
Erai	ilu	husband	1200	57	riun	11	r i u n	
Erai	ilu	mother	1216	59	ina	1	i n a	ina(n)
Erai	ilu	road/path	667	6	sala	1	s a l a	sala(n)
Erai	ilu	father	1217	60	ama	1	a m a	ama(n)
Erai	ilu	house	1252	61	raha	4	r a h a	
Erai	ilu	name	1405	63	nean	1	n e a n	
Erai	ilu	to tie up, fasten	1094	66	ligu	9?	l i g u	hutu 9?
Erai	ilu	to come	1446	7	ma	1	m a	
Erai	ilu	to kill	1417	74	eja	7	e j a	
Erai	ilu	to die, be dead	1494	75	mate	1	m a t e	
Erai	ilu	to live, be alive	1422	76	mori	1	m o r i	
Erai	ilu	to cut, hack	1432	78	leli	3	l e l i	tete(k) 3
Erai	ilu	stick/wood	1295	79	ai	1	a i	
Erai	ilu	sharp	1396	81	tain	1?	t a i n	
Erai	ilu	to grow	479	86	mori	2	m o r i	nupuŋ 5
Erai	ilu	to swell	1573	87	pupu	3	p u p u	
Erai	ilu	to swim	1439	9	nani	1	n a n i	
Erai	ilu	to dig	1418	90	kali	1	k a l i	
Erai	ilu	to fall	1280	95	pole	9	p o l e	
Erai	ilu	dog	2009	96	asu	1	a s u	
Erai	ilu	bird	937	97	manu	1	m a n u	
Erai	ilu	feather	1201	99	hulu	1	h u l u	hulu(n)
Bontok (Guinaang)	bnc	hand	1277	1	limá	1	l i m á	
Bontok (Guinaang)	bnc	dirty	1230	10	kálət	57	k á l ə t	
Bontok (Guinaang)	bnc	wing	1257	100	payák	40	p a y á k	
Bontok (Guinaang)	bnc	to fly	1441	101	táyaw	2,  38	t á y a w	
Bontok (Guinaang)	bnc	rat	1490	102	ʔútut	25	ʔ ú t u t	
Bontok (Guinaang)	bnc	meat/flesh	634	103	bəgás	28	b ə g á s	
Bontok (Guinaang)	bnc	fat/grease	1282	104	tabá	23	t a b á	
Bontok (Guinaang)	bnc	tail	1220	105	ʔípus	30	ʔ í p u s	
Bontok (Guinaang)	bnc	snake	730	106	ʔuwál	2?	ʔ u w á l	
Bontok (Guinaang)	bnc	louse	1392	108	kútu	1	k ú t u	
Bontok (Guinaang)	bnc	mosquito	1509	109	lamúk	1	l a m ú k	
Bontok (Guinaang)	bnc	dust	2	11	tápuk	1	t á p u k	ʔabú 1
Bontok (Guinaang)	bnc	spider	843	110	kawá	1	k a w á	
Bontok (Guinaang)	bnc	fish	227	111	gadíw	37	g a d í w	
Bontok (Guinaang)	bnc	rotten	1728	112	bulúk	1	b u l ú k	
Bontok (Guinaang)	bnc	branch	1531	113	paŋa	22	p a ŋ a	
Bontok (Guinaang)	bnc	leaf	628	114	túbuna	23	t ú b u n a	túbu[na]
Bontok (Guinaang)	bnc	root	670	115	lamút	3	l a m ú t	
Bontok (Guinaang)	bnc	flower	239	116	sabsábuŋ	24,  1	s a b s á b u ŋ	
Bontok (Guinaang)	bnc	fruit	1507	117	bagásna	15	b a g á s n a	bagás[na]
Bontok (Guinaang)	bnc	earth/soil	1228	119	lúta	25	l ú t a	
Bontok (Guinaang)	bnc	stone	857	120	batú	1	b a t ú	
Bontok (Guinaang)	bnc	sand	671	121	lagán	38	l a g á n	
Bontok (Guinaang)	bnc	water	948	122	danúm	1	d a n ú m	
Bontok (Guinaang)	bnc	to flow	2003	123	ʔáyus	21?	ʔ á y u s	búlus 29
Bontok (Guinaang)	bnc	sea	1474	124	báybay	28	b á y b a y	
Bontok (Guinaang)	bnc	salt	1274	125	ʔasín	3	ʔ a s í n	
Bontok (Guinaang)	bnc	lake	624	126	pusúŋ	18	p u s ú ŋ	
Bontok (Guinaang)	bnc	sky	1732	128	dáya	22	d á y a	
Bontok (Guinaang)	bnc	moon	1313	129	búlan	1	b ú l a n	
Bontok (Guinaang)	bnc	back	1291	13	ʔədə́g	21	ʔ ə d ə́ g	
Bontok (Guinaang)	bnc	star	1430	130	taláw	25	t a l á w	
Bontok (Guinaang)	bnc	cloud	1489	131	libúʔu	50	l i b ú ʔ u	
Bontok (Guinaang)	bnc	rain	658	133	ʔudán	1	ʔ u d á n	
Bontok (Guinaang)	bnc	thunder	1150	134	kidúl	2	k i d ú l	
Bontok (Guinaang)	bnc	lightning	1654	135	kə́lyat	1	k ə́ l y a t	
Bontok (Guinaang)	bnc	wind	960	136	latə́ŋ	38	l a t ə́ ŋ	
Bontok (Guinaang)	bnc	warm	1232	138	púdut	25	p ú d u t	
Bontok (Guinaang)	bnc	belly	1251	14	putú	52	p u t ú	
Bontok (Guinaang)	bnc	dry	1398	140	namagʔanán	26	n a m a g ʔ a n á n	
Bontok (Guinaang)	bnc	wet	1726	141	ʔəbə́l	26	ʔ ə b ə́ l	
Bontok (Guinaang)	bnc	heavy	1210	142	dágsən	23	d á g s ə n	
Bontok (Guinaang)	bnc	fire	221	143	ʔapúy	1	ʔ a p ú y	
Bontok (Guinaang)	bnc	to burn	2102	144	púʔul	35	p ú ʔ u l	
Bontok (Guinaang)	bnc	smoke	778	145	gasúk	53	g a s ú k	
Bontok (Guinaang)	bnc	ash	646	146	dapúl	17	d a p ú l	
Bontok (Guinaang)	bnc	black	163	147	ngísit	21	n g í s i t	
Bontok (Guinaang)	bnc	white	1335	148	putaʔák	1	p u t a ʔ á k	
Bontok (Guinaang)	bnc	red	156	149	ŋayáŋʔa	39	ŋ a y á ŋ ʔ a	
Bontok (Guinaang)	bnc	bone	1394	15	túŋʔal	1	t ú ŋ ʔ a l	
Bontok (Guinaang)	bnc	green	1425	151	kagʔaŋə́l	36	k a g ʔ a ŋ ə́ l	
Bontok (Guinaang)	bnc	small	1246	152	bánʔig	33	b á n ʔ i g	
Bontok (Guinaang)	bnc	big	1202	153	dakə́l	22	d a k ə́ l	
Bontok (Guinaang)	bnc	short	1645	154	ʔáptik	49	ʔ á p t i k	
Bontok (Guinaang)	bnc	long	1203	155	ʔándu	43	ʔ á n d u	
Bontok (Guinaang)	bnc	thick	1244	157	sədə́l	34	s ə d ə́ l	
Bontok (Guinaang)	bnc	narrow	1267	158	lipít	1	l i p í t	
Bontok (Guinaang)	bnc	wide	1243	159	ʔəwwá	1	ʔ ə ww á	
Bontok (Guinaang)	bnc	intestines	1991	16	putú	72	p u t ú	
Bontok (Guinaang)	bnc	painful, sick	2103	160	sakít	1	s a k í t	
Bontok (Guinaang)	bnc	shy, ashamed	487	161	ʔənə́l	26	ʔ ə n ə́ l	
Bontok (Guinaang)	bnc	new	1231	163	balú	1	b a l ú	
Bontok (Guinaang)	bnc	good	1035	164	gawís	48	g a w í s	
Bontok (Guinaang)	bnc	bad, evil	1292	165	ŋáʔag	1?,  35	ŋ á ʔ a g	lawá 27
Bontok (Guinaang)	bnc	correct, true	1725	166	ʔustú	25	ʔ u s t ú	
Bontok (Guinaang)	bnc	night	1233	167	labí	21	l a b í	
Bontok (Guinaang)	bnc	day	1225	168	ʔálgew	1	ʔ á l g e w	
Bontok (Guinaang)	bnc	year	1226	169	tawə́n	1	t a w ə́ n	
Bontok (Guinaang)	bnc	liver	1224	17	ʔágtəy	1	ʔ á g t ə y	
Bontok (Guinaang)	bnc	to hide	602	171	tábon	19	t á b o n	
Bontok (Guinaang)	bnc	to climb	1102	172	káyʔat	17?	k á y ʔ a t	tíkid 17?
Bontok (Guinaang)	bnc	in, inside	1606	174	ʔas dáləm	1	ʔ a s _ d á l ə m	
Bontok (Guinaang)	bnc	near	1942	179	ʔaśagʔən	47	ʔ a ś a g ʔ ə n	
Bontok (Guinaang)	bnc	breast	1402	18	súsu	1	s ú s u	
Bontok (Guinaang)	bnc	far	1406	180	ʔadáwwi	36	ʔ a d á ww i	
Bontok (Guinaang)	bnc	where?	1237	181	ʔíntu	16	ʔ í n t u	ʔandə́ 16
Bontok (Guinaang)	bnc	I	1209	182	sakʔə́n	1	s a k ʔ ə́ n	-ak 1; -ku 1
Bontok (Guinaang)	bnc	thou	1215	183	sikʔá	1	s i k ʔ á	-ka 1; -mu /-m 1
Bontok (Guinaang)	bnc	he/she	262	184	siyá	1	s i y á	ø 1; -na 1
Bontok (Guinaang)	bnc	we	1212	185	datakú	20	d a t a k ú	dakamí 2; -kamí 2; -mi 2
Bontok (Guinaang)	bnc	you	1213	186	dakayú	20	d a k a y ú	-kayú 20; -yu 20
Bontok (Guinaang)	bnc	they	817	187	daʔidá	1	d a ʔ i d á	didá 1; -da 1; -da 1
Bontok (Guinaang)	bnc	what?	1236	188	nə	2	n ə	ʔay nə kan 2
Bontok (Guinaang)	bnc	who?	1235	189	sínu	14	s í n u	
Bontok (Guinaang)	bnc	shoulder	1482	19	púkəl	32	p ú k ə l	
Bontok (Guinaang)	bnc	other	197	190	təkə́n	34	t ə k ə́ n	
Bontok (Guinaang)	bnc	all	98	191	ʔamʔin	1	ʔ a m ʔ i n	
Bontok (Guinaang)	bnc	and	1577	192	ya	1?	y a	
Bontok (Guinaang)	bnc	if	1459	193	mu	2	m u	
Bontok (Guinaang)	bnc	no, not	1269	195	ʔadí	1	ʔ a d í	ʔbakən 26
Bontok (Guinaang)	bnc	to count	1420	196	bílaŋ	1	b í l a ŋ	
Bontok (Guinaang)	bnc	One	1493	197	ʔəsá	1	ʔ ə s á	
Bontok (Guinaang)	bnc	Two	1498	198	duwá	1	d u w á	dəwʔə́n 1
Bontok (Guinaang)	bnc	Three	492	199	tulú	1	t u l ú	
Bontok (Guinaang)	bnc	left	244	2	ʔigíd	36	ʔ i g í d	
Bontok (Guinaang)	bnc	to know, be knowledgeable	1410	20	ʔámmú	28	ʔ á mm ú	
Bontok (Guinaang)	bnc	Four	1500	200	ʔəpát	1	ʔ ə p á t	
Bontok (Guinaang)	bnc	to fear	1419	22	ʔə́gyat	30	ʔ ə́ g y a t	
Bontok (Guinaang)	bnc	blood	946	23	dála	1	d á l a	
Bontok (Guinaang)	bnc	head	1256	24	ʔúlu	1	ʔ ú l u	
Bontok (Guinaang)	bnc	neck	1333	25	bagáŋ	73	b a g á ŋ	
Bontok (Guinaang)	bnc	hair	1040	26	buʔúk	1	b u ʔ ú k	
Bontok (Guinaang)	bnc	nose	1221	27	ʔəŋə́l	1	ʔ ə ŋ ə́ l	
Bontok (Guinaang)	bnc	to breathe	1407	28	ʔáŋəs	24	ʔ á ŋ ə s	
Bontok (Guinaang)	bnc	to sniff, smell	375	29	súŋsuŋ	9	s ú ŋ s u ŋ	
Bontok (Guinaang)	bnc	right	1019	3	ʔawán	1	ʔ a w á n	
Bontok (Guinaang)	bnc	mouth	674	30	tupə́k	34	t u p ə́ k	
Bontok (Guinaang)	bnc	tooth	1380	31	bábʔa	72	b á b ʔ a	
Bontok (Guinaang)	bnc	tongue	1205	32	díla	4	d í l a	
Bontok (Guinaang)	bnc	to laugh	1355	33	ʔiyə́k	37	ʔ i y ə́ k	
Bontok (Guinaang)	bnc	to cry	1839	34	ʔágal	21	ʔ á g a l	
Bontok (Guinaang)	bnc	to vomit	1278	35	ʔúta	1	ʔ ú t a	
Bontok (Guinaang)	bnc	to spit	1440	36	túbba	45	t ú bb a	
Bontok (Guinaang)	bnc	to eat	1336	37	maŋán	1,  14	m a ŋ á n	kanə́n 1
Bontok (Guinaang)	bnc	to chew	321	38	gə́gʔal	26	g ə́ g ʔ a l	
Bontok (Guinaang)	bnc	to cook	1100	39	lútu	20	l ú t u	
Bontok (Guinaang)	bnc	leg/foot	2098	4	sikí	24	s i k í	
Bontok (Guinaang)	bnc	to drink	1401	40	ʔinúm	1	ʔ i n ú m	
Bontok (Guinaang)	bnc	to bite	1403	41	kətə́b	1	k ə t ə́ b	
Bontok (Guinaang)	bnc	to suck	1421	42	súsu	1	s ú s u	súsup 1; súpsup 1
Bontok (Guinaang)	bnc	to hear	1408	44	daŋə́l	1	d a ŋ ə́ l	
Bontok (Guinaang)	bnc	eye	1248	45	matá	1	m a t á	
Bontok (Guinaang)	bnc	to see	1409	46	ʔíla	1?	ʔ í l a	
Bontok (Guinaang)	bnc	to yawn	1028	47	ʔuwáb	1	ʔ u w á b	
Bontok (Guinaang)	bnc	to sleep	1585	48	sə́yəp	31	s ə́ y ə p	
Bontok (Guinaang)	bnc	to walk	1443	5	manálan	21	m a n á l a n	
Bontok (Guinaang)	bnc	to sit	1416	51	patúŋ	52	p a t ú ŋ	
Bontok (Guinaang)	bnc	to stand	1442	52	tákdəg	22	t á k d ə g	
Bontok (Guinaang)	bnc	man/male	1554	54	laláki	2	l a l á k i	láki 2
Bontok (Guinaang)	bnc	woman/female	962	55	babáʔi	1	b a b á ʔ i	báʔi 1
Bontok (Guinaang)	bnc	child	2099	56	anák	1	a n á k	ʔuŋá 22
Bontok (Guinaang)	bnc	husband	1200	57	asáwa	2	a s á w a	
Bontok (Guinaang)	bnc	wife	1199	58	asáwa	1	a s á w a	
Bontok (Guinaang)	bnc	mother	1216	59	ʔɪ́na	1	ʔ ɪ́ n a	ʔiná 1
Bontok (Guinaang)	bnc	road/path	667	6	dálan	1	d á l a n	
Bontok (Guinaang)	bnc	father	1217	60	ʔáma	1	ʔ á m a	ʔamá 1
Bontok (Guinaang)	bnc	house	1252	61	ʔábuŋ	16	ʔ á b u ŋ	
Bontok (Guinaang)	bnc	thatch/roof	2100	62	ʔatə́p	1	ʔ a t ə́ p	
Bontok (Guinaang)	bnc	name	1405	63	ŋádan	1	ŋ á d a n	
Bontok (Guinaang)	bnc	to say	1458	64	kanán	36	k a n á n	
Bontok (Guinaang)	bnc	rope	1218	65	talí	1	t a l í	
Bontok (Guinaang)	bnc	to sew	1457	67	dáʔit	2	d á ʔ i t	
Bontok (Guinaang)	bnc	needle	1382	68	dágum	1	d á g u m	
Bontok (Guinaang)	bnc	to hunt	1435	69	ʔánup	1	ʔ á n u p	
Bontok (Guinaang)	bnc	to come	1446	7	ʔáli	1?	ʔ á l i	
Bontok (Guinaang)	bnc	to stab, pierce	1434	71	bádyuk	42	b á d y u k	
Bontok (Guinaang)	bnc	to hit	1433	72	pákʔul	27	p á k ʔ u l	páŋʔul 27
Bontok (Guinaang)	bnc	to steal	713	73	lákəw	1	l á k ə w	
Bontok (Guinaang)	bnc	to kill	1417	74	patayə́n	22	p a t a y ə́ n	
Bontok (Guinaang)	bnc	to die, be dead	1494	75	matə́y	1	m a t ə́ y	
Bontok (Guinaang)	bnc	to scratch	1436	77	gúgʔu	22	g ú g ʔ u	
Bontok (Guinaang)	bnc	stick/wood	1295	79	káʔəw	1	k á ʔ ə w	
Bontok (Guinaang)	bnc	sharp	1396	81	təbə́ŋ	40	t ə b ə́ ŋ	
Bontok (Guinaang)	bnc	to plant	1486	84	ʔəsə́k	28	ʔ ə s ə́ k	múla 1
Bontok (Guinaang)	bnc	to choose	1750	85	píli	1	p í l i	
Bontok (Guinaang)	bnc	to grow	479	86	túbu	1	t ú b u	
Bontok (Guinaang)	bnc	to squeeze	1414	88	pisít	29	p i s í t	
Bontok (Guinaang)	bnc	to swim	1439	9	kiyát	37	k i y á t	
Bontok (Guinaang)	bnc	to dig	1418	90	káʔub	77	k á ʔ u b	kúbub 13; káʔub 77
Bontok (Guinaang)	bnc	to buy	1869	91	láku	27	l á k u	
Bontok (Guinaang)	bnc	to open, uncover	1156	92	lukát	1?	l u k á t	
Bontok (Guinaang)	bnc	to pound, beat	354	93	báyu	1	b á y u	
Bontok (Guinaang)	bnc	dog	2009	96	ʔásu	1	ʔ á s u	
Bontok (Guinaang)	bnc	bird	937	97	ʔinyúlan	74	ʔ i n y ú l a n	
Bontok (Guinaang)	bnc	egg	744	98	ʔítlug	24	ʔ í t l u g	
Bontok (Guinaang)	bnc	feather	1201	99	dútdut	15	d ú t d u t	
Bughotu	bgt	hand	1277	1	lima ña	1	l i m a _ ñ a	lima [ña]
Bughotu	bgt	to fly	1441	101	thovo	1	t h o v o	
Bughotu	bgt	rat	1490	102	kuhi	3?	k u h i	
Bughotu	bgt	meat/flesh	634	103	vinahiña	17	v i n a h i ñ a	vinahi[ña]
Bughotu	bgt	fat/grease	1282	104	ragova	17	r a g o v a	
Bughotu	bgt	tail	1220	105	iuiguña	1	i u i g u ñ a	iuigu[ña]
Bughotu	bgt	snake	730	106	umata	12	u m a t a	poli 44
