concept,doculect,counterpart,cc,inferredCC,db
father,ICELANDIC,ˈfaːðɪr,father:A,ielex:father:1,ielex
father,ITALIAN,padre,father:A,ielex:father:1,ielex
father,LATIN,ˈpater,father:A,ielex:father:1,ielex
father,MACEDONIAN,ˈtatkɔ,father:D,ielex:father:3,ielex
father,MARATHI,wəɖi:l,father:A,ielex:father:1,ielex
father,MIDDLE_BRETON,ˈtaːt,father:D,ielex:father:3,ielex
father,MIDDLE_CORNISH,ta:z,father:D,ielex:father:3,ielex
father,NORWEGIAN_RIKSMAL,faːɾ,father:A,ielex:father:1,ielex
father,OLD_CHURCH_SLAVONIC,ɔtɪ̆tsʲɪ̆,father:B,ielex:father:2,ielex
father,OLD_IRISH,aθərʹ,father:A,ielex:father:1,ielex
father,OLD_NORSE,ˈfaðir,father:A,ielex:father:1,ielex
father,OLD_SWEDISH,ˈfaːðir,father:A,ielex:father:1,ielex
father,ORIYA,bapa,father:C,ielex:father:4,ielex
father,ORIYA,pita,father:A,ielex:father:3,ielex
father,ORIYA,baa,father:C,ielex:father:4,ielex
father,OSSETIC,fɨd,father:A,ielex:father:1,ielex
father,OSSETIC_DIGOR,fidɐ,father:A,ielex:father:1,ielex
father,OSSETIC_IRON,fyd,father:A,ielex:father:1,ielex
father,POLISH,ˈɔjtɕɛts,father:B,ielex:father:2,ielex
father,PORTUGUESE,pai,father:A,ielex:father:4,ielex
father,RUSSIAN,ɔtʲɛts,father:B,ielex:father:2,ielex
father,SERBO-CROATIAN,ˈɔ̌tats,father:B,ielex:father:2,ielex
father,SLOVAK,ˈɔcɛts,father:B,ielex:father:2,ielex
father,SLOVENIAN,ˈɔ̌ːtʃɛ,father:B,ielex:father:2,ielex
father,SPANISH,paðɾe,father:A,ielex:father:1,ielex
father,STAVANGERSK,fɑːʁ,father:A,ielex:father:1,ielex
father,SWEDISH,ˈfɑ̀:dər,father:A,ielex:father:1,ielex
father,UKRAINIAN,ˈbatʲkɔ,father:E,ielex:father:5,ielex
father,URDU,bɑp,father:C,ielex:father:4,ielex
rope,ANCIENT_GREEK,dezmós,rope:S,ielex:rope:13,ielex
rope,ANCIENT_GREEK,kálɔːs,rope:R,ielex:rope:19,ielex
rope,ANCIENT_GREEK,péì̯sma,rope:W,ielex:rope:20,ielex
rope,ARMENIAN_EASTERN,pɑˈɾɑn,rope:Y,ielex:rope:5,ielex
rope,ASSAMESE,rɔsi,rope:T,ielex:rope:6,ielex
rope,BELARUSIAN,vʲaˈrɔwka,rope:I,ielex:rope:7,ielex
rope,BIHARI,rəssa,rope:T,ielex:rope:6,ielex
rope,BULGARIAN,vəˈʒɛ,rope:M,ielex:rope:4,ielex
rope,CATALAN,kɔɾðə,rope:G,ielex:rope:3,ielex
rope,CATALAN,kuɾðiʎ,rope:G,ielex:rope:3,ielex
rope,CLASSICAL_ARMENIAN,paran,rope:Y,ielex:rope:5,ielex
rope,CLASSICAL_ARMENIAN,tʃʰəvɑn,rope:H,ielex:rope:10,ielex
rope,CZECH,ˈprɔvaz,rope:M,ielex:rope:4,ielex
rope,DANISH,ʁɛˀb̥,rope:K,ielex:rope:2,ielex
rope,DANISH,tɒw,rope:B,ielex:rope:1,ielex
rope,DANISH_FJOLDE,tœw,rope:B,ielex:rope:1,ielex
rope,DANISH_FJOLDE,ɹieb,rope:K,ielex:rope:2,ielex
rope,DUTCH,tɑu,rope:B,ielex:rope:1,ielex
rope,DUTCH,kort,rope:G,ielex:rope:3,ielex
rope,ELFDALIAN,rɪɛp,rope:K,ielex:rope:2,ielex
rope,ENGLISH,rəʊp,rope:K,ielex:rope:2,ielex
rope,FAROESE,ɹaiːp,rope:K,ielex:rope:2,ielex
rope,FAROESE,tʰo:,rope:B,ielex:rope:1,ielex
rope,FRENCH,kɔʀd,rope:G,ielex:rope:3,ielex
rope,FRISIAN,tɔ.u,rope:B,ielex:rope:1,ielex
rope,GERMAN,zaĭl,rope:X,ielex:rope:14,ielex
rope,GREEK,sçiˈni,rope:L,ielex:rope:8,ielex
rope,GUTNISH_LAU,raɪp,rope:K,ielex:rope:2,ielex
rope,GUTNISH_LAU,tuːɡ,rope:B,ielex:rope:1,ielex
rope,ICELANDIC,ˈstrɛŋɡ̊ʏr,rope:Z,ielex:rope:11,ielex
rope,ICELANDIC,tʰøɪːɣ,rope:B,ielex:rope:1,ielex
rope,ICELANDIC,ˈreiːpʰɪ,rope:K,ielex:rope:2,ielex
rope,IRISH,tʲiad̪ˠ,rope:N,ielex:rope:12,ielex
rope,ITALIAN,kɔrda,rope:G,ielex:rope:3,ielex
rope,LATIN,ˈfuːnis,rope:Q,ielex:rope:15,ielex
rope,MACEDONIAN,ˈjaʒɛ,rope:M,ielex:rope:4,ielex
rope,MAGAHI,ɟəuri,rope:Aj,ielex:rope:3,ielex
rope,MAGAHI,rɑsɑ,rope:T,ielex:rope:6,ielex
rope,MARATHI,doɾ,rope:F,ielex:rope:1,ielex
rope,MIDDLE_CORNISH,lɔvan,rope:Ac,ielex:rope:10,ielex
rope,NORWEGIAN_RIKSMAL,tœʏ,rope:B,ielex:rope:1,ielex
rope,NORWEGIAN_RIKSMAL,ɾeːp,rope:K,ielex:rope:2,ielex
rope,NORWEGIAN_RIKSMAL,ˈlìːnə,rope:V,ielex:rope:9,ielex
rope,OLD_CHURCH_SLAVONIC,vrɪ̆vɪ̆,rope:I,ielex:rope:7,ielex
rope,OLD_IRISH,loṽən,rope:Ac,ielex:rope:10,ielex
rope,OLD_IRISH,tʹe:d,rope:N,ielex:rope:12,ielex
rope,OLD_NORSE,tauɡ,rope:B,ielex:rope:1,ielex
rope,OLD_NORSE,rɛip,rope:K,ielex:rope:2,ielex
rope,OLD_NORSE,strenɣr,rope:Z,ielex:rope:11,ielex
rope,OLD_NORSE,ˈsiːma,rope:X,ielex:rope:8,ielex
rope,OLD_SWEDISH,tuːɣ,rope:B,ielex:rope:1,ielex
rope,OLD_SWEDISH,reːp,rope:K,ielex:rope:2,ielex
rope,OLD_SWEDISH,ˈsiːmi,rope:X,ielex:rope:8,ielex
rope,ORIYA,ɖorɔ,rope:F,ielex:rope:1,ielex
rope,OSSETIC,bændæn,rope:W,ielex:rope:5,ielex
rope,OSSETIC_DIGOR,bɐttɐn,rope:W,ielex:rope:5,ielex
rope,OSSETIC_IRON,bɐttɐn,rope:W,ielex:rope:5,ielex
rope,POLISH,ʂnur,rope:U,ielex:rope:16,ielex
rope,POLISH,ˈlina,rope:V,ielex:rope:9,ielex
rope,PORTUGUESE,ˈkɔɾðɐ,rope:G,ielex:rope:3,ielex
rope,RUSSIAN,vʲirʲɔvka,rope:I,ielex:rope:7,ielex
rope,SERBO-CROATIAN,ˈkɔ̌nɔpats,rope:E,ielex:rope:17,ielex
rope,SLOVAK,ˈpɔvraz,rope:Ak,ielex:rope:4,ielex
rope,SLOVENIAN,və̂ːrw,rope:I,ielex:rope:7,ielex
rope,SORBIAN_LOWER,ˈpowrʲɔz,rope:Ak,ielex:rope:4,ielex
rope,SORBIAN_UPPER,ˈpojaz,rope:M,ielex:rope:4,ielex
rope,SPANISH,kweɾða,rope:G,ielex:rope:3,ielex
rope,STAVANGERSK,ʁɛɪb,rope:K,ielex:rope:2,ielex
rope,STAVANGERSK,təʉ,rope:B,ielex:rope:1,ielex
rope,SWEDISH,re:p,rope:K,ielex:rope:2,ielex
rope,SWEDISH,toːɡ,rope:B,ielex:rope:1,ielex
rope,SWEDISH,ˈlì:na,rope:V,ielex:rope:9,ielex
rope,UKRAINIAN,ˈmɔtuz,rope:J,ielex:rope:18,ielex
rope,URDU,ɾəsːə,rope:T,ielex:rope:6,ielex
worm,ANCIENT_GREEK,eulɛ́ː,worm:T,ielex:worm:16,ielex
worm,ARMENIAN_EASTERN,ord,worm:C,ielex:worm:8,ielex
worm,ASSAMESE,pok,worm:J,ielex:worm:7,ielex
worm,BELARUSIAN,tʂarvʲak,worm:A,ielex:worm:1,ielex
worm,BIHARI,cali,worm:R,ielex:worm:9,ielex
worm,BRETON,prɛ̃v,worm:A,ielex:worm:5,ielex
worm,BULGARIAN,ˈtʃɛrvɘj,worm:A,ielex:worm:1,ielex
worm,CLASSICAL_ARMENIAN,ord-n,worm:C,ielex:worm:8,ielex
worm,CZECH,tʃɛrv,worm:A,ielex:worm:1,ielex
worm,DANISH,oɐ̯ˀm,worm:B,ielex:worm:2,ielex
worm,DANISH_FJOLDE,uoɹm,worm:B,ielex:worm:2,ielex
worm,DUTCH,wɔrm,worm:B,ielex:worm:2,ielex
worm,ELFDALIAN,mɑkː,worm:F,ielex:worm:3,ielex
worm,ENGLISH,wɜ:m,worm:B,ielex:worm:2,ielex
worm,FAROESE,ˈmaʰkːʊɹ,worm:F,ielex:worm:3,ielex
worm,FAROESE,ˈɔɹmʊɹ,worm:B,ielex:worm:2,ielex
worm,FRENCH,vɛʀ,worm:B,ielex:worm:4,ielex
worm,FRISIAN,vjɪrm,worm:B,ielex:worm:2,ielex
worm,GERMAN,vʊrm,worm:B,ielex:worm:2,ielex
worm,GREEK,skuˈlici,worm:D,ielex:worm:15,ielex
worm,GUTNISH_LAU,makː,worm:F,ielex:worm:3,ielex
worm,ICELANDIC,ˈɔrmʏr,worm:B,ielex:worm:2,ielex
worm,ICELANDIC,ˈmaθkʰʏr,worm:F,ielex:worm:3,ielex
worm,IRISH,pʲeːʃtʲ,worm:S,ielex:worm:14,ielex
worm,ITALIAN,vɛrme,worm:B,ielex:worm:4,ielex
worm,LATIN,ˈwermis,worm:B,ielex:worm:4,ielex
worm,MACEDONIAN,tsərv,worm:A,ielex:worm:1,ielex
worm,MAGAHI,kiɽɑ,worm:E,ielex:worm:6,ielex
worm,MARATHI,kiɖa,worm:E,ielex:worm:6,ielex
worm,MIDDLE_BRETON,ˈpreːṽ,worm:A,ielex:worm:5,ielex
worm,MIDDLE_CORNISH,prɪ:v,worm:A,ielex:worm:5,ielex
worm,NORWEGIAN_RIKSMAL,maɾk,worm:F,ielex:worm:3,ielex
worm,NORWEGIAN_RIKSMAL,uɾm,worm:B,ielex:worm:2,ielex
worm,OLD_CHURCH_SLAVONIC,tʃr̩ʲvɪ̆,worm:A,ielex:worm:1,ielex
worm,OLD_IRISH,kruṽʹ,worm:A,ielex:worm:6,ielex
worm,OLD_NORSE,ormr,worm:B,ielex:worm:2,ielex
worm,OLD_NORSE,maðkr,worm:F,ielex:worm:3,ielex
worm,OLD_SWEDISH,ˈmaðker,worm:F,ielex:worm:3,ielex
worm,ORIYA,pokɔ,worm:J,ielex:worm:7,ielex
worm,OSSETIC_DIGOR,zolkɐ,worm:P,ielex:worm:13,ielex
worm,OSSETIC_IRON,kalm,worm:A,ielex:worm:12,ielex
worm,POLISH,ˈrɔbak,worm:I,ielex:worm:1,ielex
worm,PORTUGUESE,ˈvɛɾmɨ,worm:B,ielex:worm:4,ielex
worm,RUSSIAN,tʃɛrvʲ,worm:A,ielex:worm:1,ielex
worm,SERBO-CROATIAN,tʃr̂ːv,worm:A,ielex:worm:1,ielex
worm,SLOVAK,tʃɛrv,worm:A,ielex:worm:1,ielex
worm,SLOVENIAN,tʃə̂ːrw,worm:A,ielex:worm:1,ielex
worm,SORBIAN_LOWER,tsɛr,worm:A,ielex:worm:1,ielex
worm,SORBIAN_UPPER,ˈtʃɛʀ,worm:A,ielex:worm:1,ielex
worm,SPANISH,gusano,worm:G,ielex:worm:11,ielex
worm,STAVANGERSK,makː,worm:F,ielex:worm:3,ielex
worm,STAVANGERSK,ɔʁm,worm:B,ielex:worm:2,ielex
worm,SWEDISH,larv,worm:F,ielex:worm:1,ielex
worm,SWEDISH,mask,worm:F,ielex:worm:3,ielex
worm,UKRAINIAN,tʂɛrˈvjak,worm:A,ielex:worm:1,ielex
worm,URDU,ʧuhɑ,worm:E,ielex:worm:10,ielex
tail,ANCIENT_GREEK,kérkos,tail:Al,ielex:tail:14,ielex
tail,ANCIENT_GREEK,ou̯rá,tail:O,ielex:tail:11,ielex
tail,ARMENIAN_EASTERN,poʧʰ,tail:D,ielex:tail:15,ielex
tail,ASSAMESE,lɛz,tail:W,ielex:tail:3,ielex
tail,BELARUSIAN,xvɔst,tail:I,ielex:tail:3,ielex
tail,BIHARI,nəŋgair,tail:W,ielex:tail:23,ielex
tail,BULGARIAN,uˈpaʃkə,tail:H,ielex:tail:7,ielex
tail,CATALAN,kua,tail:F,ielex:tail:4,ielex
tail,CZECH,ˈɔtsas,tail:J,ielex:tail:6,ielex
tail,DANISH,ˈsd̥jæɐ̠ˀd,tail:B,ielex:tail:2,ielex
tail,DANISH,ˈhɛ:lə,tail:K,ielex:tail:1,ielex
tail,DANISH_FJOLDE,sxæɹd,tail:B,ielex:tail:2,ielex
tail,DUTCH,start,tail:B,ielex:tail:2,ielex
tail,ELFDALIAN,ˈɔ̀lɔ,tail:K,ielex:tail:16,ielex
tail,ELFDALIAN,ˈrʉ̀mpɑ,tail:Y,ielex:tail:10,ielex
tail,ENGLISH,teɪl,tail:L,ielex:tail:9,ielex
tail,FAROESE,ˈstɛɻ̊ʈʊɹ,tail:B,ielex:tail:2,ielex
tail,FAROESE,saks,tail:Af,ielex:tail:6,ielex
tail,FAROESE,veːl,tail:Ad,ielex:tail:1,ielex
tail,FAROESE,svaiːv,tail:Ag,ielex:tail:17,ielex
tail,FAROESE,ˈhɛaːlɪ,tail:K,ielex:tail:1,ielex
tail,FAROESE,ˈɹɔuva,tail:T,ielex:tail:8,ielex
tail,FRENCH,kø,tail:F,ielex:tail:4,ielex
tail,GERMAN,ʃvant͜s,tail:N,ielex:tail:6,ielex
tail,GREEK,ura,tail:O,ielex:tail:11,ielex
tail,GUTNISH_LAU,ˈrumpo,tail:Y,ielex:tail:10,ielex
tail,GUTNISH_LAU,stjɛrt,tail:B,ielex:tail:2,ielex
tail,ICELANDIC,ˈhaːlɪ,tail:K,ielex:tail:1,ielex
tail,ICELANDIC,ˈrouːva,tail:T,ielex:tail:8,ielex
tail,ICELANDIC,ˈstɛr̥tʰʏr,tail:B,ielex:tail:2,ielex
tail,ICELANDIC,ˈvjɛːlɪ,tail:Ad,ielex:tail:1,ielex
tail,ICELANDIC,ˈspɔrðʏr,tail:Ae,ielex:tail:5,ielex
tail,ITALIAN,koda,tail:F,ielex:tail:4,ielex
tail,LATIN,ˈkau̯da,tail:F,ielex:tail:4,ielex
tail,MACEDONIAN,ˈopaʃka,tail:H,ielex:tail:7,ielex
tail,MARATHI,ʃepʈi:,tail:V,ielex:tail:2,ielex
tail,MIDDLE_CORNISH,lɔ:st,tail:G,ielex:tail:3,ielex
tail,NORWEGIAN_RIKSMAL,ˈhàːlə,tail:K,ielex:tail:1,ielex
tail,NORWEGIAN_RIKSMAL,ˈrʉ̀mpə,tail:Y,ielex:tail:10,ielex
tail,NORWEGIAN_RIKSMAL,ˈròːʋə,tail:T,ielex:tail:8,ielex
tail,NORWEGIAN_RIKSMAL,spuɖː,tail:Ae,ielex:tail:5,ielex
tail,NORWEGIAN_RIKSMAL,ˈʋèːlə,tail:Ad,ielex:tail:1,ielex
tail,NORWEGIAN_RIKSMAL,sʋans,tail:N,ielex:tail:6,ielex
tail,NORWEGIAN_RIKSMAL,stjɛʈː,tail:B,ielex:tail:2,ielex
tail,OLD_CHURCH_SLAVONIC,ɔpɑʃɪ̆,tail:H,ielex:tail:7,ielex
tail,OLD_IRISH,erball,tail:O,ielex:tail:18,ielex
tail,OLD_IRISH,los,tail:G,ielex:tail:3,ielex
tail,OLD_NORSE,sporðr,tail:Ae,ielex:tail:5,ielex
tail,OLD_NORSE,ˈhali,tail:K,ielex:tail:1,ielex
tail,OLD_NORSE,stertr,tail:B,ielex:tail:2,ielex
tail,OLD_NORSE,ˈroːva,tail:T,ielex:tail:8,ielex
tail,OLD_NORSE,ˈveːli,tail:Ad,ielex:tail:1,ielex
tail,OLD_SWEDISH,ˈstjærter,tail:B,ielex:tail:2,ielex
tail,OLD_SWEDISH,ˈhaːli,tail:K,ielex:tail:1,ielex
tail,OLD_SWEDISH,ˈvæːle,tail:Ad,ielex:tail:1,ielex
tail,OLD_SWEDISH,ˈspoːrðer,tail:Ae,ielex:tail:5,ielex
tail,ORIYA,lanjɔ,tail:W,ielex:tail:19,ielex
tail,OSSETIC,dɨmæɡ,tail:E,ielex:tail:20,ielex
tail,OSSETIC_DIGOR,kɐdželɐ,tail:Z,ielex:tail:9,ielex
tail,OSSETIC_IRON,kɐzil,tail:Z,ielex:tail:9,ielex
tail,POLISH,ˈɔɡɔn,tail:Q,ielex:tail:12,ielex
tail,PORTUGUESE,ˈɾaβu,tail:T,ielex:tail:21,ielex
tail,PORTUGUESE,ˈkauðɐ,tail:F,ielex:tail:4,ielex
tail,RUSSIAN,xvɔst,tail:I,ielex:tail:3,ielex
tail,SERBO-CROATIAN,rɛ̂ːp,tail:R,ielex:tail:13,ielex
tail,SLOVAK,xvɔst,tail:I,ielex:tail:3,ielex
tail,SLOVENIAN,rɛp,tail:R,ielex:tail:13,ielex
tail,SORBIAN_LOWER,ˈhɔɡɛn,tail:Q,ielex:tail:12,ielex
tail,SORBIAN_UPPER,ˈwɔpuʃ,tail:H,ielex:tail:7,ielex
tail,SPANISH,kola,tail:F,ielex:tail:4,ielex
tail,STAVANGERSK,stæʁt,tail:B,ielex:tail:2,ielex
tail,STAVANGERSK,spuːʁ,tail:Ae,ielex:tail:5,ielex
tail,STAVANGERSK,ˈʋèːlə,tail:Ad,ielex:tail:1,ielex
tail,SWEDISH,svans,tail:N,ielex:tail:6,ielex
tail,SWEDISH,ɧæʈː,tail:B,ielex:tail:2,ielex
tail,UKRAINIAN,xʋist,tail:I,ielex:tail:3,ielex
tail,URDU,d̪ʊm,tail:E,ielex:tail:22,ielex
nose,ANCIENT_GREEK,riː́s,nose:L,ielex:nose:8,ielex
nose,ARMENIAN_EASTERN,kʰitʰ,nose:D,ielex:nose:10,ielex
nose,BELARUSIAN,nɔs,nose:B,ielex:nose:1,ielex
nose,BIHARI,nak,nose:B,ielex:nose:6,ielex
nose,BRETON,ˈfriː,nose:F,ielex:nose:4,ielex
nose,BULGARIAN,nɔs,nose:B,ielex:nose:1,ielex
nose,CATALAN,nas,nose:B,ielex:nose:1,ielex
nose,CZECH,nɔs,nose:B,ielex:nose:1,ielex
nose,DANISH,ˈnɛ:sə,nose:B,ielex:nose:2,ielex
nose,DANISH_FJOLDE,neːs,nose:B,ielex:nose:1,ielex
nose,DUTCH,nøs,nose:B,ielex:nose:1,ielex
nose,ELFDALIAN,nɛːv,nose:K,ielex:nose:3,ielex
nose,ENGLISH,nəʊz,nose:B,ielex:nose:1,ielex
nose,FAROESE,nøːs,nose:B,ielex:nose:1,ielex
nose,FAROESE,neːv,nose:K,ielex:nose:3,ielex
nose,FRENCH,nɛ,nose:B,ielex:nose:3,ielex
nose,FRISIAN,no.əs,nose:B,ielex:nose:1,ielex
nose,GERMAN,na:zə,nose:B,ielex:nose:2,ielex
nose,GREEK,miti,nose:G,ielex:nose:9,ielex
nose,GUTNISH_LAU,ˈnɑːsar,nose:B,ielex:nose:2,ielex
nose,ICELANDIC,nɛːv,nose:K,ielex:nose:3,ielex
nose,ITALIAN,naso,nose:B,ielex:nose:1,ielex
nose,LATIN,ˈnaːsus,nose:B,ielex:nose:2,ielex
nose,MACEDONIAN,nos,nose:B,ielex:nose:1,ielex
nose,MARATHI,nak,nose:B,ielex:nose:6,ielex
nose,MIDDLE_BRETON,ˈfriː,nose:F,ielex:nose:4,ielex
nose,MIDDLE_CORNISH,frigɔʊ,nose:F,ielex:nose:4,ielex
nose,MIDDLE_CORNISH,tro:n,nose:I,ielex:nose:7,ielex
nose,NORWEGIAN_RIKSMAL,ˈnèːsə,nose:B,ielex:nose:2,ielex
nose,OLD_CHURCH_SLAVONIC,nɔsʊ̆,nose:B,ielex:nose:1,ielex
nose,OLD_IRISH,sro:n,nose:F,ielex:nose:7,ielex
nose,OLD_NORSE,nef,nose:K,ielex:nose:3,ielex
nose,OLD_NORSE,nɔs,nose:B,ielex:nose:1,ielex
nose,OLD_SWEDISH,ˈnæːsa,nose:B,ielex:nose:2,ielex
nose,OLD_SWEDISH,næːf,nose:K,ielex:nose:3,ielex
nose,ORIYA,nakɔ,nose:B,ielex:nose:6,ielex
nose,OSSETIC,fɨnʣ,nose:E,ielex:nose:5,ielex
nose,OSSETIC_DIGOR,fij,nose:E,ielex:nose:5,ielex
nose,OSSETIC_IRON,fynz,nose:E,ielex:nose:5,ielex
nose,POLISH,nɔs,nose:B,ielex:nose:1,ielex
nose,PORTUGUESE,nɐˈɾiʃ,nose:B,ielex:nose:1,ielex
nose,RUSSIAN,nɔs,nose:B,ielex:nose:1,ielex
nose,SERBO-CROATIAN,nɔ̂ːs,nose:B,ielex:nose:1,ielex
nose,SLOVAK,nɔs,nose:B,ielex:nose:1,ielex
nose,SLOVENIAN,nôːs,nose:B,ielex:nose:1,ielex
nose,SORBIAN_LOWER,nɔs,nose:B,ielex:nose:1,ielex
nose,SORBIAN_UPPER,nʊs,nose:B,ielex:nose:1,ielex
nose,SPANISH,naɾiθ,nose:B,ielex:nose:1,ielex
nose,STAVANGERSK,ˈnɑ̀ːsə,nose:B,ielex:nose:2,ielex
nose,SWEDISH,ˈnɛ̀ːsa,nose:B,ielex:nose:2,ielex
nose,UKRAINIAN,nʲis,nose:B,ielex:nose:1,ielex
nose,URDU,nɑk,nose:B,ielex:nose:6,ielex
heart,ANCIENT_GREEK,kardíaː,heart:J,ielex:heart:10,ielex
heart,ARMENIAN_EASTERN,siɾt,heart:J,ielex:heart:1,ielex
heart,ASSAMESE,hridɒe,heart:J,ielex:heart:4,ielex
heart,BELARUSIAN,ˈsɛrtsa,heart:J,ielex:heart:1,ielex
heart,BIHARI,hridəə,heart:J,ielex:heart:4,ielex
heart,BRETON,ˈkaːlon,heart:D,ielex:heart:3,ielex
heart,BULGARIAN,sərˈtsɛ,heart:J,ielex:heart:1,ielex
heart,CATALAN,kɔɾ,heart:J,ielex:heart:3,ielex
heart,CLASSICAL_ARMENIAN,sirt,heart:J,ielex:heart:1,ielex
heart,CZECH,ˈsr̩tsɛ,heart:J,ielex:heart:1,ielex
heart,DANISH,ˈjɛɐ̯d̥ʰə,heart:J,ielex:heart:2,ielex
heart,DANISH_FJOLDE,jɑːɹd,heart:J,ielex:heart:2,ielex
heart,DUTCH,hɑrt,heart:J,ielex:heart:7,ielex
heart,ELFDALIAN,ˈjæ̀rtɑ,heart:J,ielex:heart:2,ielex
heart,ENGLISH,hɑ:t,heart:J,ielex:heart:7,ielex
heart,FAROESE,ˈjaɻ̊ʈa,heart:J,ielex:heart:2,ielex
heart,FRENCH,kœʀ,heart:J,ielex:heart:3,ielex
heart,FRISIAN,həːt,heart:J,ielex:heart:7,ielex
heart,GERMAN,hɛrt͜s,heart:J,ielex:heart:1,ielex
heart,GREEK,karˈðʝa,heart:J,ielex:heart:8,ielex
heart,GUTNISH_LAU,ˈjæːrtɛ,heart:J,ielex:heart:2,ielex
heart,ICELANDIC,ˈçar̥ta,heart:J,ielex:heart:1,ielex
heart,ITALIAN,kwɔre,heart:J,ielex:heart:3,ielex
heart,LATIN,kor,heart:J,ielex:heart:3,ielex
heart,MACEDONIAN,ˈsərtsɛ,heart:J,ielex:heart:1,ielex
heart,MAGAHI,d̪il,heart:C,ielex:heart:6,ielex
heart,MARATHI,ɦɽdaj,heart:J,ielex:heart:4,ielex
heart,MIDDLE_BRETON,ˈkaːlon,heart:D,ielex:heart:3,ielex
heart,MIDDLE_CORNISH,kɔlɔn,heart:D,ielex:heart:3,ielex
heart,NORWEGIAN_RIKSMAL,ˈjæ̀ʈːə,heart:J,ielex:heart:2,ielex
heart,OLD_CHURCH_SLAVONIC,sr̩ʲdɪ̆tsʲɛ,heart:J,ielex:heart:1,ielex
heart,OLD_IRISH,kʹrʹiðe,heart:J,ielex:heart:4,ielex
heart,OLD_NORSE,ˈɣjarta,heart:J,ielex:heart:2,ielex
heart,OLD_SWEDISH,ˈhjæːrta,heart:J,ielex:heart:2,ielex
heart,ORIYA,hrudɔyɔ,heart:J,ielex:heart:4,ielex
heart,OSSETIC,zærdæ,heart:J,ielex:heart:1,ielex
heart,OSSETIC_DIGOR,zɐrdɐ,heart:J,ielex:heart:1,ielex
heart,OSSETIC_IRON,žɐrdɐ,heart:J,ielex:heart:1,ielex
heart,POLISH,ˈsɛrtsɛ,heart:J,ielex:heart:1,ielex
heart,PORTUGUESE,kuɾɐˈsɐ̃w,heart:J,ielex:heart:9,ielex
heart,RUSSIAN,sʲɛrdtsɛ,heart:J,ielex:heart:1,ielex
heart,SERBO-CROATIAN,ˈsr̩̂tsɛ,heart:J,ielex:heart:1,ielex
heart,SLOVAK,ˈsr̩tsɛ,heart:J,ielex:heart:1,ielex
heart,SLOVENIAN,sərˈtsêː,heart:J,ielex:heart:1,ielex
heart,SORBIAN_LOWER,ˈhutʂɔba,heart:F,ielex:heart:5,ielex
heart,SORBIAN_UPPER,ˈwutʀɔba,heart:F,ielex:heart:5,ielex
heart,SPANISH,koɾaθon,heart:J,ielex:heart:3,ielex
heart,STAVANGERSK,ˈjæ̀ʁta,heart:J,ielex:heart:2,ielex
heart,SWEDISH,ˈjæ̀ʈːa,heart:J,ielex:heart:2,ielex
heart,UKRAINIAN,ˈsɛrtsɛ,heart:J,ielex:heart:1,ielex
heart,URDU,d̪ɪl,heart:C,ielex:heart:6,ielex
liver,ANCIENT_GREEK,hɛ̑ːpar,liver:E,ielex:liver:20,ielex
liver,ARMENIAN_EASTERN,lɪ̯ɑrtʰ,liver:E,ielex:liver:9,ielex
liver,ASSAMESE,zɒkrit,liver:E,ielex:liver:19,ielex
liver,BELARUSIAN,ˈpʲɛtʂanʲ,liver:J,ielex:liver:3,ielex
liver,BIHARI,kərej,liver:L,ielex:liver:5,ielex
liver,BRETON,ˈaːvy,liver:D,ielex:liver:6,ielex
liver,BULGARIAN,ˈtʃɛrɘn_drɔb,liver:H,ielex:liver:8,ielex
liver,CATALAN,fedʒə,liver:F,ielex:liver:3,ielex
liver,CLASSICAL_ARMENIAN,leard,liver:E,ielex:liver:9,ielex
liver,CZECH,ˈjaːtra,liver:I,ielex:liver:2,ielex
liver,DANISH,ˈlewʌ,liver:B,ielex:liver:1,ielex
liver,DANISH_FJOLDE,lewəɹ,liver:B,ielex:liver:1,ielex
liver,DUTCH,levər,liver:B,ielex:liver:1,ielex
liver,ELFDALIAN,lyːr,liver:B,ielex:liver:1,ielex
liver,ENGLISH,lɪvə,liver:B,ielex:liver:1,ielex
liver,FAROESE,ˈliːvʊɹ,liver:B,ielex:liver:1,ielex
liver,FRENCH,fwa,liver:F,ielex:liver:18,ielex
liver,FRISIAN,le:vər,liver:B,ielex:liver:1,ielex
liver,GERMAN,le:bɐ,liver:B,ielex:liver:1,ielex
liver,GREEK,siˈko̞ti,liver:K,ielex:liver:17,ielex
liver,GUTNISH_LAU,ˈlɪːvar,liver:B,ielex:liver:1,ielex
liver,ICELANDIC,ˈlɪːvʏr,liver:B,ielex:liver:1,ielex
liver,IRISH,e:,liver:D,ielex:liver:16,ielex
liver,ITALIAN,fegato,liver:F,ielex:liver:15,ielex
liver,LATIN,ˈjekur,liver:E,ielex:liver:14,ielex
liver,MACEDONIAN,dʒiɡɛr,liver:E,ielex:liver:4,ielex
liver,MACEDONIAN,tsərn_drob,liver:H,ielex:liver:8,ielex
liver,MARATHI,kaɭi:dz,liver:L,ielex:liver:13,ielex
liver,MIDDLE_BRETON,ˈaːvy,liver:D,ielex:liver:6,ielex
liver,MIDDLE_CORNISH,avi,liver:D,ielex:liver:6,ielex
liver,NORWEGIAN_RIKSMAL,ˈlɛʋːəɾ,liver:B,ielex:liver:1,ielex
