concept,doculect,counterpart,cc,inferredCC,db
I,Maloh,iak,1,abvd:I:1,abvd
I,Manggarai,aku,1,abvd:I:1,abvd
I,Maori,au,1,abvd:I:1,abvd
I,Maranao,ako,1,abvd:I:1,abvd
I,Marquesan,au,1,abvd:I:1,abvd
I,Masiwang,ya,1,abvd:I:1,abvd
I,Mekeo,lau,1,abvd:I:1,abvd
I,Melanau (Mukah),akew,1,abvd:I:1,abvd
I,Merina (Malagasy),izáho,1,abvd:I:1,abvd
I,Minyaifuin (Gebe),ane,6,abvd:I:8,abvd
I,Mori,oŋkuenonfut,1,abvd:I:9,abvd
I,Mota,inau,1,abvd:I:1,abvd
I,Motu,lau,1,abvd:I:1,abvd
I,Muna (Katobu-Tongkuno Dialect),inodi,8,abvd:I:3,abvd
I,Murnaten (Alune),au,1,abvd:I:1,abvd
I,Naelaemwa,na,1,abvd:I:2,abvd
I,Nauna,ayu,1,abvd:I:1,abvd
I,Nehan Hape,ingo,14,abvd:I:3,abvd
I,Ngaibor (S.Aru),ok,1,abvd:I:1,abvd
I,Nggela,i-nau,1,abvd:I:1,abvd
I,Nguna,a,1,abvd:I:2,abvd
I,Nissan,iŋo,14,abvd:I:3,abvd
I,Nukuoro,au,1,abvd:I:1,abvd
I,Numfor,ya,1,abvd:I:1,abvd
I,Ogan,aku,1,abvd:I:1,abvd
I,Paamese (South),inau,1,abvd:I:1,abvd
I,Palauan,ngak,1,abvd:I:2,abvd
I,Paulohi,au,1,abvd:I:1,abvd
I,Peterara (Maewo),n|au,1,abvd:I:1,abvd
I,Popalia,yaku,1,abvd:I:1,abvd
I,Rarotongan,au,1,abvd:I:1,abvd
I,Timugon (Murut),aku,1,abvd:I:1,abvd
I,Yamdena,yaku,1,abvd:I:1,abvd
heavy,Aklanon - Bisayan,búgʔat,1,abvd:heavy:1,abvd
heavy,Ambai (Yapen),miraba,1,abvd:heavy:12,abvd
heavy,Atoni,maʔ fɛnaʔ,1,abvd:heavy:25,abvd
heavy,Babatana,niŋgata,12,abvd:heavy:11,abvd
heavy,Bali,baat,1,abvd:heavy:1,abvd
heavy,Banggai (W.dialect),barat,1,abvd:heavy:1,abvd
heavy,Banoni,papataŋa,14,abvd:heavy:3,abvd
heavy,Bantik,baháʔ,1,abvd:heavy:1,abvd
heavy,Berawan (Long Terawan),bəkkəiʔ,1,abvd:heavy:13,abvd
heavy,Biga (Misool),mason,21,abvd:heavy:14,abvd
heavy,Bikol (Naga City),magabat,1,abvd:heavy:2,abvd
heavy,Bintulu,vat,1,abvd:heavy:1,abvd
heavy,Bobot,tonit,5,abvd:heavy:24,abvd
heavy,Bonerate,mɔbɔha,1,abvd:heavy:2,abvd
heavy,Bontok (Guinaang),dágsən,23,abvd:heavy:10,abvd
heavy,Buru [Namrole Bay],beha,1,abvd:heavy:1,abvd
heavy,Chamorro,makkat,1,abvd:heavy:1,abvd
heavy,Erai,herak,1,abvd:heavy:1,abvd
heavy,Fijian (Bau),bībī,37,abvd:heavy:15,abvd
heavy,Gayo,bərat,1,abvd:heavy:1,abvd
heavy,Geser,maleman,4,abvd:heavy:7,abvd
heavy,Ghari,mamava,1,abvd:heavy:2,abvd
heavy,Gorontalo (Hulondalo),mo-bu-buheto,1,abvd:heavy:6,abvd
heavy,Hanunoo,ma-buyát,1,abvd:heavy:2,abvd
heavy,Hawaiian,kaumaha,1,abvd:heavy:16,abvd
heavy,Iban,berat,1,abvd:heavy:1,abvd
heavy,Javanese,abot,1,abvd:heavy:2,abvd
heavy,Kaidipang,mobugoto,1,abvd:heavy:6,abvd
heavy,Kairiru,mau,1,abvd:heavy:5,abvd
heavy,Kambera,mbotu,1,abvd:heavy:6,abvd
heavy,Kapampangan,ma-báyat,1,abvd:heavy:2,abvd
heavy,Kei (Tanimbar-Kei),aleman,4,abvd:heavy:7,abvd
heavy,Kelabit (Bario),berat,1,abvd:heavy:1,abvd
heavy,Kenyah (Long Anap),baat,1,abvd:heavy:1,abvd
heavy,Kerinci,bruəʔ,1,abvd:heavy:17,abvd
heavy,Kilokaka (Ysabel),tarihi,13,abvd:heavy:18,abvd
heavy,Kwaio,gelo,11,abvd:heavy:4,abvd
heavy,Lamaholot Ile Mandiri (Flores Timur),baʔat,1,abvd:heavy:1,abvd
heavy,Lau,gulu,11,abvd:heavy:4,abvd
heavy,Leipon,petuan,7,abvd:heavy:3,abvd
heavy,Letinese,perta,1,abvd:heavy:1,abvd
heavy,Levei,kenniŋ,8,abvd:heavy:8,abvd
heavy,Likum,keniʔin,8,abvd:heavy:8,abvd
heavy,Loniu,tuan,7,abvd:heavy:3,abvd
heavy,Lou,kunkunun,8,abvd:heavy:9,abvd
heavy,Madurese,berraʔ,1,abvd:heavy:1,abvd
heavy,Maleu,pataŋa,14,abvd:heavy:3,abvd
heavy,Maloh,borat,1,abvd:heavy:1,abvd
heavy,Marovo,puha,40,abvd:heavy:1,abvd
heavy,Masiwang,biat,1,abvd:heavy:1,abvd
heavy,Mekeo,meau,20,abvd:heavy:5,abvd
heavy,Melanau (Mukah),baat,1,abvd:heavy:1,abvd
heavy,Merina (Malagasy),ma-vésatra,1,abvd:heavy:2,abvd
heavy,Moken,baʔa:t,1,abvd:heavy:1,abvd
heavy,Mota,mava,1,abvd:heavy:2,abvd
heavy,Motu,metau,20,abvd:heavy:5,abvd
heavy,Muna (Katobu-Tongkuno Dialect),nobhie,24,abvd:heavy:19,abvd
heavy,Murnaten (Alune),bulute,6,abvd:heavy:4,abvd
heavy,Naelaemwa,pwaaluk,10,abvd:heavy:20,abvd
heavy,Nauna,konun,8,abvd:heavy:9,abvd
heavy,Nehan Hape,duh,36,abvd:heavy:21,abvd
heavy,Nggela,mava,1,abvd:heavy:2,abvd
heavy,Nguna,mataga,32,abvd:heavy:3,abvd
heavy,Nias,a-bua,1,abvd:heavy:2,abvd
heavy,Nukuoro,dae,1,abvd:heavy:22,abvd
heavy,Ogan,bəxat,1,abvd:heavy:1,abvd
heavy,Paamese (South),melasi,33,abvd:heavy:23,abvd
heavy,Popalia,moɓoha,1,abvd:heavy:2,abvd
heavy,Timugon (Murut),-bagat,1,abvd:heavy:1,abvd
heavy,Yamdena,ma-bérat,1,abvd:heavy:2,abvd
we,Aklanon - Bisayan,kitáh,1,abvd:we:1,abvd
we,Ambai (Yapen),tata,1,abvd:we:1,abvd
we,Atoni,hit,1,abvd:we:1,abvd
we,Babatana,zita mata,1,abvd:we:6,abvd
we,Bali,iraga,5,abvd:we:7,abvd
we,Banggai (W.dialect),ikita,1,abvd:we:1,abvd
we,Banoni,ghata,1,abvd:we:1,abvd
we,Bantik,kite,1,abvd:we:1,abvd
we,Berawan (Long Terawan),kitah,1,abvd:we:1,abvd
we,Bikol (Naga City),quita,1,abvd:we:1,abvd
we,Bima,ndaita,1,abvd:we:1,abvd
we,Bintulu,te|lew,1,abvd:we:4,abvd
we,Bonerate,ikita,1,abvd:we:1,abvd
we,Bontok (Guinaang),datakú,20,abvd:we:3,abvd
we,Bughotu,i-gita,1,abvd:we:1,abvd
we,Buginese (Soppeng Dialect),idiʔ,1,abvd:we:1,abvd
we,Buli,ite,1,abvd:we:1,abvd
we,Buru [Namrole Bay],kita,1,abvd:we:1,abvd
we,Bwaidoga,ideavo,1,abvd:we:1,abvd
we,Chamorro,hita,1,abvd:we:1,abvd
we,Erai,ita,1,abvd:we:1,abvd
we,Fijian (Bau),eda,1,abvd:we:1,abvd
we,Gayo,kitə,1,abvd:we:1,abvd
we,Gedaged,id,1,abvd:we:1,abvd
we,Geser,kita,1,abvd:we:1,abvd
we,Ghari,iɣita,1,abvd:we:1,abvd
we,Gimaan,kit,1,abvd:we:1,abvd
we,Gorontalo (Hulondalo),ʔito,1,abvd:we:1,abvd
we,Hanunoo,kitá,1,abvd:we:1,abvd
we,Hawaiian,kāua,2,abvd:we:3,abvd
we,Hitu (Ambon),ite,1,abvd:we:1,abvd
we,Hoava,ɣita,1,abvd:we:1,abvd
we,Iban,kitai,1,abvd:we:1,abvd
we,Kaidipang,kitantaa,1,abvd:we:1,abvd
we,Kambera,ñu|ta,1,abvd:we:1,abvd
we,Kapampangan,itamu,1,abvd:we:1,abvd
we,Kasira (Irahutu),it,1,abvd:we:1,abvd
we,Kei (Tanimbar-Kei),it,1,abvd:we:1,abvd
we,Kemak,ita,1,abvd:we:1,abvd
we,Kerinci,kitao,1,abvd:we:1,abvd
we,Kilokaka (Ysabel),ɣita,1,abvd:we:1,abvd
we,Kusaie,kuht,1,abvd:we:1,abvd
we,Kwaio,da|ulu,6,abvd:we:8,abvd
we,Lamaholot Ile Mandiri (Flores Timur),tité,1,abvd:we:1,abvd
we,Lau,gia,1,abvd:we:1,abvd
we,Leipon,toro,66,abvd:we:2,abvd
we,Letinese,ita,1,abvd:we:1,abvd
we,Levei,tu,66,abvd:we:2,abvd
we,Likum,to,66,abvd:we:2,abvd
we,Loniu,citu,66,abvd:we:1,abvd
we,Lou,ta-,1,abvd:we:2,abvd
we,Maleu,ita,1,abvd:we:1,abvd
we,Maloh,ikiʔ,1,abvd:we:1,abvd
we,Manggarai,ita,1,abvd:we:1,abvd
we,Maori,taaua,29,abvd:we:3,abvd
we,Maranao,kita,1,abvd:we:1,abvd
we,Marovo,hita,1,abvd:we:1,abvd
we,Marquesan,tatou,2,abvd:we:3,abvd
we,Masiwang,ita,1,abvd:we:1,abvd
we,Mekeo,ʔiʔa,1,abvd:we:1,abvd
we,Melanau (Mukah),telew,1,abvd:we:4,abvd
we,Merina (Malagasy),isíka,1,abvd:we:9,abvd
we,Minyaifuin (Gebe),itne,1,abvd:we:1,abvd
we,Moken,ʔetaʔ,1,abvd:we:1,abvd
we,Motu,ita,1,abvd:we:1,abvd
we,Muna (Katobu-Tongkuno Dialect),intaidi,3,abvd:we:1,abvd
we,Murnaten (Alune),ite,1,abvd:we:1,abvd
we,Mussau,ita,1,abvd:we:1,abvd
we,Naelaemwa,hî,1,abvd:we:1,abvd
we,Nauna,tah,66,abvd:we:2,abvd
we,Nehan Hape,ingem,14,abvd:we:5,abvd
we,Ngadha,kita,1,abvd:we:1,abvd
we,Ngaibor (S.Aru),seta,1,abvd:we:1,abvd
we,Nggela,gita,1,abvd:we:1,abvd
we,Nguna,toro,66,abvd:we:2,abvd
we,Nias,yaʔita,1,abvd:we:1,abvd
we,Nissan,iŋeg,14,abvd:we:5,abvd
we,Nukuoro,gida,1,abvd:we:1,abvd
we,Numfor,ko,1,abvd:we:10,abvd
we,Ogan,kitə,1,abvd:we:1,abvd
we,Palauan,kid,1,abvd:we:1,abvd
we,Paulohi,ike,1,abvd:we:1,abvd
we,Peterara (Maewo),xinda,1,abvd:we:1,abvd
we,Popalia,kita,1,abvd:we:1,abvd
we,Rarotongan,mātou,2,abvd:we:3,abvd
we,Timugon (Murut),i to,1,abvd:we:1,abvd
we,Yamdena,kite,1,abvd:we:1,abvd
you,Aklanon - Bisayan,kamú,1,abvd:you:1,abvd
you,Atoni,hi,11,abvd:you:18,abvd
you,Babatana,ramu mamu,22,abvd:you:7,abvd
you,Banggai (W.dialect),ikomuyu,13,abvd:you:1,abvd
you,Banoni,gham,1,abvd:you:1,abvd
you,Berawan (Long Terawan),kam,7,abvd:you:1,abvd
you,Bikol (Naga City),ica,21,abvd:you:6,abvd
you,Bonerate,ikomiu,13,abvd:you:1,abvd
you,Bontok (Guinaang),dakayú,20,abvd:you:6,abvd
you,Bughotu,i-gamu,1,abvd:you:1,abvd
you,Buginese (Soppeng Dialect),iko manəŋ,21,abvd:you:8,abvd
you,Buli,meu,13,abvd:you:2,abvd
you,Buru [Namrole Bay],kimi,13,abvd:you:1,abvd
you,Bwaidoga,imiavo,13,abvd:you:1,abvd
you,Chamorro,hamyo,13,abvd:you:1,abvd
you,Gayo,kam béwénné,1,abvd:you:9,abvd
you,Gedaged,aŋ,18,abvd:you:10,abvd
you,Geser,kumu,1,abvd:you:1,abvd
you,Ghari,iɣamu,1,abvd:you:1,abvd
you,Gimaan,meu,13,abvd:you:2,abvd
you,Hanunoo,kámu,1,abvd:you:1,abvd
you,Hawaiian,ʔolua,16,abvd:you:4,abvd
you,Hitu (Ambon),imi,13,abvd:you:1,abvd
you,Hoava,ɣamu,1,abvd:you:1,abvd
you,Kairiru,qum,1,abvd:you:1,abvd
you,Kapampangan,ikayu,20,abvd:you:6,abvd
you,Kei (Tanimbar-Kei),im,13,abvd:you:1,abvd
you,Kelabit (Bario),muyuh,13,abvd:you:2,abvd
you,Kemak,imi,13,abvd:you:1,abvd
you,Kenyah (Long Anap),ikem,7,abvd:you:1,abvd
you,Kerinci,ikao lagalow,21,abvd:you:11,abvd
you,Kilokaka (Ysabel),ɣau,1,abvd:you:1,abvd
you,Kusaie,komtacl,1,abvd:you:12,abvd
you,Kwaio,mo|olu,41,abvd:you:4,abvd
you,Lamaholot Ile Mandiri (Flores Timur),mio wakaŋkaé,13,abvd:you:13,abvd
you,Lau,gamu,1,abvd:you:1,abvd
you,Leipon,uto,10,abvd:you:3,abvd
you,Letinese,mu,1,abvd:you:2,abvd
you,Levei,etu,10,abvd:you:3,abvd
you,Likum,eto,10,abvd:you:3,abvd
you,Loniu,etow,10,abvd:you:3,abvd
you,Maleu,iami,13,abvd:you:1,abvd
you,Manggarai,meu,13,abvd:you:2,abvd
you,Maori,koorua,16,abvd:you:4,abvd
you,Marovo,hakisa,1,abvd:you:14,abvd
you,Marquesan,koe,16,abvd:you:5,abvd
you,Masiwang,em,15,abvd:you:1,abvd
you,Mekeo,oi,19,abvd:you:15,abvd
you,Mori,omiu,13,abvd:you:1,abvd
you,Mota,i kamiu,13,abvd:you:1,abvd
you,Motu,umui,13,abvd:you:1,abvd
you,Muna (Katobu-Tongkuno Dialect),ihintuumu,4,abvd:you:16,abvd
you,Murnaten (Alune),imi,13,abvd:you:1,abvd
you,Nehan Hape,inga,8,abvd:you:1,abvd
you,Nengone,buhnij,23,abvd:you:17,abvd
you,Ngadha,miu,13,abvd:you:2,abvd
you,Ngaibor (S.Aru),kem,1,abvd:you:1,abvd
you,Nggela,gamu,1,abvd:you:1,abvd
you,Nias,yaʔami,13,abvd:you:1,abvd
you,Nissan,iŋam,8,abvd:you:1,abvd
you,Nukuoro,goe,16,abvd:you:5,abvd
you,Ogan,kamu,1,abvd:you:1,abvd
you,Paamese (South),kamilu dl,13,abvd:you:1,abvd
you,Palauan,kemíu,13,abvd:you:1,abvd
you,Paulohi,imi,13,abvd:you:1,abvd
you,Peterara (Maewo),ŋgamu,1,abvd:you:1,abvd
you,Popalia,kɔmiu,13,abvd:you:1,abvd
you,Rarotongan,koe,16,abvd:you:5,abvd
you,Timugon (Murut),akaw,21,abvd:you:6,abvd
you,Yamdena,kmi,13,abvd:you:1,abvd
this,Ambai (Yapen),nini,1,abvd:this:1,abvd
this,Atoni,ija,5,abvd:this:3,abvd
this,Babatana,ɣati,24,abvd:this:2,abvd
this,Bali,ene,1,abvd:this:1,abvd
this,Banggai (W.dialect),nia,1,abvd:this:3,abvd
this,Berawan (Long Terawan),nih,1,abvd:this:1,abvd
this,Biga (Misool),t|inɛ,1,abvd:this:1,abvd
this,Bikol (Naga City),ini,1,abvd:this:1,abvd
this,Bonerate,ia,11,abvd:this:3,abvd
this,Bughotu,ani,1,abvd:this:1,abvd
this,Chamorro,ini,1,abvd:this:1,abvd
this,Erai,ge,6,abvd:this:1,abvd
this,Fijian (Bau),oqō,17,abvd:this:4,abvd
this,Gayo,ini,1,abvd:this:1,abvd
this,Gedaged,e,1,abvd:this:1,abvd
this,Ghari,iani,1,abvd:this:1,abvd
this,Gimaan,tajini,1,abvd:this:1,abvd
this,Hanunoo,índa,1,abvd:this:1,abvd
this,Hoava,heni,1,abvd:this:1,abvd
this,Javanese,iki,12,abvd:this:1,abvd
this,Kaidipang,ini,1,abvd:this:1,abvd
this,Kairiru,an,1,abvd:this:1,abvd
this,Kapampangan,iní,1,abvd:this:1,abvd
this,Kasira (Irahutu),not|ini,1,abvd:this:1,abvd
this,Kelabit (Bario),inih,1,abvd:this:1,abvd
this,Kemak,nɔgɔ,4,abvd:this:4,abvd
this,Kenyah (Long Anap),ini,1,abvd:this:1,abvd
this,Kerinci,neh,1,abvd:this:1,abvd
this,Kusaie,iŋe,8,abvd:this:1,abvd
this,Lamaholot Ile Mandiri (Flores Timur),piʔin,1,abvd:this:5,abvd
this,Lau,na,1,abvd:this:1,abvd
this,Maloh,indiʔ,1,abvd:this:1,abvd
this,Maranao,ini,1,abvd:this:1,abvd
this,Marovo,pia,18,abvd:this:3,abvd
this,Masiwang,li,3,abvd:this:6,abvd
this,Mekeo,iʔina,67,abvd:this:5,abvd
this,Melanau (Mukah),itew,10,abvd:this:7,abvd
this,Merina (Malagasy),áty,10,abvd:this:2,abvd
this,Minyaifuin (Gebe),tɛnɛ,1,abvd:this:1,abvd
this,Moken,ni:,1,abvd:this:1,abvd
this,Mor,nena,1,abvd:this:1,abvd
this,Motu,ina,67,abvd:this:1,abvd
this,Muna (Katobu-Tongkuno Dialect),aini,1,abvd:this:1,abvd
this,Nehan Hape,gine,1,abvd:this:1,abvd
this,Nggela,eni,1,abvd:this:1,abvd
this,Nissan,gine,1,abvd:this:1,abvd
this,Numfor,ine,1,abvd:this:1,abvd
this,Ogan,ini,1,abvd:this:1,abvd
this,Popalia,haʔia,11,abvd:this:5,abvd
this,Timugon (Murut),gitio,10,abvd:this:2,abvd
thou,Aklanon - Bisayan,ʔikáw,1,abvd:thou:1,abvd
thou,Banggai (W.dialect),ikoo,1,abvd:thou:1,abvd
thou,Bantik,ikaw,1,abvd:thou:1,abvd
thou,Biga (Misool),awa,9,abvd:thou:6,abvd
thou,Bikol (Naga City),icaʔ,1,abvd:thou:1,abvd
thou,Bintulu,ikaw,1,abvd:thou:1,abvd
thou,Bobot,aisɔ́,1,abvd:thou:1,abvd
thou,Bonerate,ikɔʔɔ,1,abvd:thou:1,abvd
thou,Bontok (Guinaang),sikʔá,1,abvd:thou:1,abvd
thou,Bughotu,i-goe,1,abvd:thou:1,abvd
thou,Buginese (Soppeng Dialect),iko,1,abvd:thou:1,abvd
thou,Buli,au,1,abvd:thou:4,abvd
thou,Buru [Namrole Bay],kae,1,abvd:thou:2,abvd
thou,Bwaidoga,oie,66,abvd:thou:3,abvd
thou,Canala,gɛ,1,abvd:thou:2,abvd
thou,Chamorro,hagu,1,abvd:thou:4,abvd
thou,Erai,o,1,abvd:thou:3,abvd
thou,Fijian (Bau),iko,1,abvd:thou:1,abvd
thou,Gayo,kɔ,1,abvd:thou:2,abvd
thou,Gedaged,o,1,abvd:thou:3,abvd
thou,Geser,kau,1,abvd:thou:4,abvd
thou,Ghari,ɣoe,1,abvd:thou:2,abvd
thou,Gimaan,au,1,abvd:thou:4,abvd
thou,Gorontalo (Hulondalo),yiʔo,1,abvd:thou:1,abvd
thou,Hanunoo,káwu,1,abvd:thou:2,abvd
thou,Hawaiian,ʔoe,1,abvd:thou:2,abvd
thou,Hitu (Ambon),ale,4,abvd:thou:5,abvd
thou,Hoava,ɣɔe,1,abvd:thou:2,abvd
thou,Javanese,kowe,1,abvd:thou:2,abvd
thou,Kambera,ñumu,2,abvd:thou:7,abvd
thou,Kapampangan,ika,1,abvd:thou:1,abvd
thou,Kasira (Irahutu),o,1,abvd:thou:3,abvd
thou,Kei (Tanimbar-Kei),muom,1,abvd:thou:2,abvd
thou,Kelabit (Bario),iko,1,abvd:thou:1,abvd
thou,Kemak,ɔ,1,abvd:thou:3,abvd
thou,Kenyah (Long Anap),ikoʔ,1,abvd:thou:1,abvd
thou,Kerinci,ikao,1,abvd:thou:1,abvd
thou,Kilokaka (Ysabel),aɣɔ,1,abvd:thou:2,abvd
thou,Kusaie,kom,1,abvd:thou:2,abvd
thou,Kwaio,ʔoo,1,abvd:thou:3,abvd
thou,Lau,iʔoe,1,abvd:thou:1,abvd
thou,Leipon,wey,1,abvd:thou:3,abvd
thou,Letinese,o,1,abvd:thou:3,abvd
thou,Levei,o,1,abvd:thou:3,abvd
thou,Likum,ow,1,abvd:thou:3,abvd
thou,Loniu,wow,1,abvd:thou:3,abvd
thou,Lou,o,1,abvd:thou:3,abvd
thou,Maloh,iko,1,abvd:thou:1,abvd
thou,Manggarai,hau,1,abvd:thou:4,abvd
thou,Maori,koe,1,abvd:thou:2,abvd
thou,Maranao,ka,1,abvd:thou:2,abvd
thou,Marovo,hoi,1,abvd:thou:3,abvd
thou,Marquesan,koe,1,abvd:thou:2,abvd
thou,Masiwang,ana,3,abvd:thou:5,abvd
thou,Melanau (Mukah),kaʔ,1,abvd:thou:2,abvd
thou,Merina (Malagasy),hianáo,10,abvd:thou:5,abvd
thou,Minyaifuin (Gebe),auya,9,abvd:thou:4,abvd
thou,Mor,awa,9,abvd:thou:6,abvd
thou,Mota,iniko,1,abvd:thou:1,abvd
thou,Motu,oi,66,abvd:thou:3,abvd
thou,Muna (Katobu-Tongkuno Dialect),ihintu,11,abvd:thou:1,abvd
thou,Murnaten (Alune),ale,4,abvd:thou:5,abvd
thou,Mussau,io,1,abvd:thou:1,abvd
thou,Nauna,o,1,abvd:thou:3,abvd
thou,Nehan Hape,inga,7,abvd:thou:1,abvd
thou,Ngadha,kau,1,abvd:thou:4,abvd
thou,Nggela,i-goe,1,abvd:thou:1,abvd
thou,Nguna,ku,1,abvd:thou:2,abvd
thou,Nissan,iŋa,7,abvd:thou:1,abvd
thou,Nukuoro,goe,1,abvd:thou:2,abvd
thou,Numfor,au,1,abvd:thou:4,abvd
thou,Paamese (South),kaiko,1,abvd:thou:1,abvd
thou,Palauan,kau,1,abvd:thou:4,abvd
thou,Paulohi,ale,4,abvd:thou:5,abvd
thou,Peterara (Maewo),n|iŋgo,1,abvd:thou:1,abvd
thou,Popalia,koʔo,1,abvd:thou:2,abvd
thou,Rarotongan,koe,1,abvd:thou:2,abvd
thou,Timugon (Murut),okow,1,abvd:thou:1,abvd
thou,Yamdena,kou,1,abvd:thou:2,abvd
mother,Aklanon - Bisayan,ʔinah,1,abvd:mother:1,abvd
mother,Atoni,ainaʔ,1,abvd:mother:1,abvd
mother,Babatana,tina-e,1,abvd:mother:1,abvd
mother,Banggai (W.dialect),tina,1,abvd:mother:1,abvd
mother,Banoni,tsina-,1,abvd:mother:1,abvd
mother,Berawan (Long Terawan),tinəh,1,abvd:mother:1,abvd
mother,Bikol (Naga City),inâ,1,abvd:mother:1,abvd
mother,Bima,ina,1,abvd:mother:1,abvd
mother,Bintulu,tina,1,abvd:mother:1,abvd
mother,Bobot,ina,1,abvd:mother:1,abvd
mother,Bonerate,ina,1,abvd:mother:1,abvd
mother,Bontok (Guinaang),ʔɪ́na,1,abvd:mother:1,abvd
mother,Bughotu,idoña,19,abvd:mother:1,abvd
mother,Buginese (Soppeng Dialect),indoʔ,10,abvd:mother:1,abvd
mother,Buru [Namrole Bay],ina,1,abvd:mother:1,abvd
mother,Bwaidoga,ina-,1,abvd:mother:1,abvd
mother,Erai,ina,1,abvd:mother:1,abvd
mother,Fijian (Bau),tina-na,1,abvd:mother:1,abvd
mother,Gayo,inə,1,abvd:mother:1,abvd
mother,Geser,n|ina,1,abvd:mother:1,abvd
mother,Ghari,tina-,1,abvd:mother:1,abvd
mother,Gorontalo (Hulondalo),tiilo,1,abvd:mother:1,abvd
mother,Hanunoo,ínaʔ,1,abvd:mother:1,abvd
mother,Hitu (Ambon),ina-,1,abvd:mother:1,abvd
mother,Iban,indai,10,abvd:mother:1,abvd
mother,Javanese,ibu,12,abvd:mother:10,abvd
mother,Kaidipang,ina,1,abvd:mother:1,abvd
mother,Kairiru,tinañ,1,abvd:mother:1,abvd
mother,Kambera,ina,1,abvd:mother:1,abvd
mother,Kasira (Irahutu),d|ena,1,abvd:mother:1,abvd
mother,Kei (Tanimbar-Kei),r|ena|ŋ,1,abvd:mother:1,abvd
mother,Kelabit (Bario),te-sineh,1,abvd:mother:1,abvd
mother,Kemak,i:na-ra,1,abvd:mother:1,abvd
mother,Kerinci,indaoʔ,10,abvd:mother:1,abvd
mother,Kilokaka (Ysabel),uke,9,abvd:mother:9,abvd
mother,Kusaie,ninac,1,abvd:mother:1,abvd
mother,Lau,tē,8,abvd:mother:8,abvd
mother,Leipon,cine-n,1,abvd:mother:1,abvd
mother,Letinese,ina,1,abvd:mother:1,abvd
mother,Likum,tine-n,1,abvd:mother:1,abvd
mother,Lou,tina-,1,abvd:mother:1,abvd
mother,Maleu,tna,1,abvd:mother:1,abvd
mother,Maloh,induʔ,10,abvd:mother:1,abvd
mother,Maori,whaea,6,abvd:mother:7,abvd
mother,Maranao,inaq,1,abvd:mother:1,abvd
mother,Marovo,tina-,1,abvd:mother:1,abvd
mother,Marquesan,kui,15,abvd:mother:6,abvd
mother,Masiwang,inan,1,abvd:mother:1,abvd
mother,Mekeo,ina,1,abvd:mother:1,abvd
mother,Melanau (Mukah),tina,1,abvd:mother:1,abvd
mother,Mor,iná,1,abvd:mother:1,abvd
mother,Mori,ine,1,abvd:mother:1,abvd
mother,Mota,veve,20,abvd:mother:5,abvd
mother,Motu,sina-na,1,abvd:mother:1,abvd
mother,Muna (Katobu-Tongkuno Dialect),ina,1,abvd:mother:1,abvd
mother,Murnaten (Alune),ina-,1,abvd:mother:1,abvd
mother,Mussau,kina,1,abvd:mother:1,abvd
mother,Nauna,tina-n,1,abvd:mother:1,abvd
mother,Ngadha,iné,1,abvd:mother:1,abvd
mother,Ngaibor (S.Aru),ǰena-,1,abvd:mother:1,abvd
mother,Nggela,tina,1,abvd:mother:1,abvd
mother,Nguna,p̃ila,22,abvd:mother:4,abvd
mother,Nias,ina,1,abvd:mother:1,abvd
mother,Nissan,tina-,1,abvd:mother:1,abvd
mother,Nukuoro,dinana,1,abvd:mother:1,abvd
mother,Ogan,umaʔ,5,abvd:mother:1,abvd
mother,Paamese (South),la|tino-,1,abvd:mother:1,abvd
mother,Paulohi,ina,1,abvd:mother:1,abvd
mother,Peterara (Maewo),rerefe,20,abvd:mother:3,abvd
mother,Popalia,ina,1,abvd:mother:1,abvd
mother,Rarotongan,māmā,5,abvd:mother:2,abvd
mother,Timugon (Murut),inaq,1,abvd:mother:1,abvd
mother,Yamdena,ene,1,abvd:mother:1,abvd
father,Aklanon - Bisayan,ʔanáh,1,abvd:father:1,abvd
father,Ambai (Yapen),dai,11,abvd:father:6,abvd
father,Atoni,amaʔ,1,abvd:father:1,abvd
father,Babatana,tama-e,1,abvd:father:1,abvd
father,Bali,bapa,5,abvd:father:2,abvd
father,Banggai (W.dialect),tama,1,abvd:father:1,abvd
father,Banoni,tama-,1,abvd:father:1,abvd
father,Bantik,iamaʔ,1,abvd:father:1,abvd
father,Berawan (Long Terawan),tanəh,1,abvd:father:1,abvd
father,Bikol (Naga City),amâ,1,abvd:father:1,abvd
father,Bima,ama,1,abvd:father:1,abvd
father,Bintulu,tama,1,abvd:father:1,abvd
father,Bobot,baba,5,abvd:father:2,abvd
father,Bonerate,ama,1,abvd:father:1,abvd
father,Bontok (Guinaang),ʔáma,1,abvd:father:1,abvd
father,Bughotu,tamaña,1,abvd:father:1,abvd
father,Buginese (Soppeng Dialect),amboʔ,13,abvd:father:1,abvd
father,Buli,hmā,1,abvd:father:1,abvd
father,Buru [Namrole Bay],ama,1,abvd:father:1,abvd
father,Bwaidoga,tama-,1,abvd:father:1,abvd
father,Chamorro,tata,1,abvd:father:1,abvd
father,Erai,ama,1,abvd:father:1,abvd
father,Fijian (Bau),tama-na,1,abvd:father:1,abvd
father,Gayo,ama,1,abvd:father:1,abvd
father,Geser,baba,5,abvd:father:2,abvd
father,Ghari,tama-,1,abvd:father:1,abvd
father,Gimaan,bapa,5,abvd:father:2,abvd
father,Hanunoo,ámaʔ,1,abvd:father:1,abvd
